comparison,checkpoint,site,pairs,records,mean_delta,ci95_low,ci95_high,bootstrap_samples,seed
vision_vs_patch_permutation,step-002000,layer_09_assistant,200,400,0.2025,0.1675,0.2375,2000,20262990
vision_vs_random_label_probe,step-002000,layer_09_image_mean,200,400,0.7,0.66,0.74,2000,20262826
vision_vs_paired_counterfactual_image,step-002000,layer_09_image_mean,200,400,0.915,0.8825,0.945,2000,20262998
vision_vs_shuffled_image,step-002000,layer_09_image_mean,200,400,0.6925,0.6475,0.7375,2000,20262999
vision_vs_patch_permutation,step-002000,layer_09_image_mean,200,400,0.0,0.0,0.0,2000,20263000
vision_vs_random_label_probe,step-002000,layer_10_assistant,200,400,0.2525,0.2025,0.3025624999999996,2000,20262827
vision_vs_paired_counterfactual_image,step-002000,layer_10_assistant,200,400,0.38,0.3274375,0.435,2000,20263008
vision_vs_shuffled_image,step-002000,layer_10_assistant,200,400,0.2575,0.21,0.3075,2000,20263009
vision_vs_patch_permutation,step-002000,layer_10_assistant,200,400,0.055,-0.0025,0.11256249999999966,2000,20263010
vision_vs_random_label_probe,step-002000,layer_10_image_mean,200,400,0.7,0.66,0.74,2000,20262828
vision_vs_paired_counterfactual_image,step-002000,layer_10_image_mean,200,400,0.915,0.8825,0.945,2000,20263018
vision_vs_shuffled_image,step-002000,layer_10_image_mean,200,400,0.6925,0.645,0.735,2000,20263019
vision_vs_patch_permutation,step-002000,layer_10_image_mean,200,400,0.0,0.0,0.0,2000,20263020
vision_vs_random_label_probe,step-002000,layer_11_assistant,200,400,0.125,0.06993750000000001,0.1825,2000,20262829
vision_vs_paired_counterfactual_image,step-002000,layer_11_assistant,200,400,0.085,0.055,0.12,2000,20263028
vision_vs_shuffled_image,step-002000,layer_11_assistant,200,400,0.075,0.0475,0.1025,2000,20263029
vision_vs_patch_permutation,step-002000,layer_11_assistant,200,400,-0.115,-0.155,-0.075,2000,20263030
vision_vs_random_label_probe,step-002000,layer_11_image_mean,200,400,0.7,0.6625,0.74,2000,20262830
vision_vs_paired_counterfactual_image,step-002000,layer_11_image_mean,200,400,0.915,0.8825,0.945,2000,20263038
vision_vs_shuffled_image,step-002000,layer_11_image_mean,200,400,0.6925,0.6475,0.7375,2000,20263039
vision_vs_patch_permutation,step-002000,layer_11_image_mean,200,400,0.0,0.0,0.0,2000,20263040
vision_vs_random_label_probe,step-002000,layer_12_assistant,200,400,0.1975,0.125,0.2675,2000,20262831
vision_vs_paired_counterfactual_image,step-002000,layer_12_assistant,200,400,0.335,0.285,0.38756249999999964,2000,20263048
vision_vs_shuffled_image,step-002000,layer_12_assistant,200,400,0.2875,0.2475,0.33,2000,20263049
vision_vs_patch_permutation,step-002000,layer_12_assistant,200,400,0.08,0.055,0.11,2000,20263050
vision_vs_random_label_probe,step-002000,layer_12_image_mean,200,400,0.7,0.66,0.7375,2000,20262832
vision_vs_paired_counterfactual_image,step-002000,layer_12_image_mean,200,400,0.915,0.885,0.9475,2000,20263058
vision_vs_shuffled_image,step-002000,layer_12_image_mean,200,400,0.6925,0.6475,0.7375,2000,20263059
vision_vs_patch_permutation,step-002000,layer_12_image_mean,200,400,0.0,0.0,0.0,2000,20263060
vision_vs_random_label_probe,step-002000,layer_13_assistant,200,400,0.1975,0.1299375,0.27,2000,20262833
vision_vs_paired_counterfactual_image,step-002000,layer_13_assistant,200,400,0.335,0.2825,0.39,2000,20263068
vision_vs_shuffled_image,step-002000,layer_13_assistant,200,400,0.2875,0.2475,0.3275,2000,20263069
vision_vs_patch_permutation,step-002000,layer_13_assistant,200,400,-0.125,-0.175,-0.07,2000,20263070
vision_vs_random_label_probe,step-002000,layer_13_image_mean,200,400,0.7,0.66,0.7375,2000,20262834
vision_vs_paired_counterfactual_image,step-002000,layer_13_image_mean,200,400,0.915,0.8824375,0.945,2000,20263078
vision_vs_shuffled_image,step-002000,layer_13_image_mean,200,400,0.6925,0.645,0.735,2000,20263079
vision_vs_patch_permutation,step-002000,layer_13_image_mean,200,400,0.0,0.0,0.0,2000,20263080
vision_vs_random_label_probe,step-002000,layer_14_assistant,200,400,0.32,0.25,0.39006249999999965,2000,20262835
vision_vs_paired_counterfactual_image,step-002000,layer_14_assistant,200,400,0.4925,0.4399375,0.5475,2000,20263088
vision_vs_shuffled_image,step-002000,layer_14_assistant,200,400,0.4025,0.3525,0.45,2000,20263089
vision_vs_patch_permutation,step-002000,layer_14_assistant,200,400,0.16,0.105,0.215,2000,20263090
vision_vs_random_label_probe,step-002000,layer_14_image_mean,200,400,0.7,0.66,0.74,2000,20262836
vision_vs_paired_counterfactual_image,step-002000,layer_14_image_mean,200,400,0.915,0.88,0.945,2000,20263098
vision_vs_shuffled_image,step-002000,layer_14_image_mean,200,400,0.6925,0.6475,0.735,2000,20263099
vision_vs_patch_permutation,step-002000,layer_14_image_mean,200,400,0.0,0.0,0.0,2000,20263100
vision_vs_random_label_probe,step-002000,layer_15_assistant,200,400,0.36,0.3225,0.4,2000,20262837
vision_vs_paired_counterfactual_image,step-002000,layer_15_assistant,200,400,0.1575,0.1175,0.2,2000,20263108
vision_vs_shuffled_image,step-002000,layer_15_assistant,200,400,0.115,0.0825,0.15,2000,20263109
vision_vs_patch_permutation,step-002000,layer_15_assistant,200,400,-0.0725,-0.13,-0.0175,2000,20263110
vision_vs_random_label_probe,step-002000,layer_15_image_mean,200,400,0.7,0.66,0.74,2000,20262838
vision_vs_paired_counterfactual_image,step-002000,layer_15_image_mean,200,400,0.915,0.8824375,0.945,2000,20263118
vision_vs_shuffled_image,step-002000,layer_15_image_mean,200,400,0.6925,0.6475,0.735,2000,20263119
vision_vs_patch_permutation,step-002000,layer_15_image_mean,200,400,0.0,0.0,0.0,2000,20263120
vision_vs_random_label_probe,step-002000,layer_16_assistant,200,400,0.075,0.015,0.14,2000,20262839
vision_vs_paired_counterfactual_image,step-002000,layer_16_assistant,200,400,0.1575,0.12,0.2025,2000,20263128
vision_vs_shuffled_image,step-002000,layer_16_assistant,200,400,0.115,0.0825,0.15,2000,20263129
vision_vs_patch_permutation,step-002000,layer_16_assistant,200,400,0.0325,-0.01,0.075,2000,20263130
vision_vs_random_label_probe,step-002000,layer_16_image_mean,200,400,0.7,0.6625,0.7375,2000,20262840
vision_vs_paired_counterfactual_image,step-002000,layer_16_image_mean,200,400,0.915,0.8825,0.945,2000,20263138
vision_vs_shuffled_image,step-002000,layer_16_image_mean,200,400,0.6925,0.6475,0.735,2000,20263139
vision_vs_patch_permutation,step-002000,layer_16_image_mean,200,400,-0.0025,-0.0075,0.0,2000,20263140
vision_vs_random_label_probe,step-002000,layer_17_assistant,200,400,0.055,0.005,0.1075,2000,20262841
vision_vs_paired_counterfactual_image,step-002000,layer_17_assistant,200,400,0.0,0.0,0.0,2000,20263148
vision_vs_shuffled_image,step-002000,layer_17_assistant,200,400,0.0,0.0,0.0,2000,20263149
vision_vs_patch_permutation,step-002000,layer_17_assistant,200,400,-0.115,-0.155,-0.07493750000000034,2000,20263150
vision_vs_random_label_probe,step-002000,layer_17_image_mean,200,400,0.7,0.6625,0.7375,2000,20262842
vision_vs_paired_counterfactual_image,step-002000,layer_17_image_mean,200,400,0.915,0.8825,0.9475,2000,20263158
vision_vs_shuffled_image,step-002000,layer_17_image_mean,200,400,0.6925,0.6475,0.735,2000,20263159
vision_vs_patch_permutation,step-002000,layer_17_image_mean,200,400,0.0,0.0,0.0,2000,20263160
vision_vs_random_label_probe,step-002000,layer_18_assistant,200,400,0.17,0.125,0.2125,2000,20262843
vision_vs_paired_counterfactual_image,step-002000,layer_18_assistant,200,400,0.0,0.0,0.0,2000,20263168
vision_vs_shuffled_image,step-002000,layer_18_assistant,200,400,0.0,0.0,0.0,2000,20263169
vision_vs_patch_permutation,step-002000,layer_18_assistant,200,400,-0.11,-0.1475,-0.0725,2000,20263170
vision_vs_random_label_probe,step-002000,layer_18_image_mean,200,400,0.7,0.66,0.74,2000,20262844
vision_vs_paired_counterfactual_image,step-002000,layer_18_image_mean,200,400,0.915,0.8825,0.945,2000,20263178
vision_vs_shuffled_image,step-002000,layer_18_image_mean,200,400,0.6925,0.645,0.7375,2000,20263179
vision_vs_patch_permutation,step-002000,layer_18_image_mean,200,400,0.0,0.0,0.0,2000,20263180
vision_vs_random_label_probe,step-002000,layer_19_assistant,200,400,0.1075,0.0575,0.155,2000,20262845
vision_vs_paired_counterfactual_image,step-002000,layer_19_assistant,200,400,0.0,0.0,0.0,2000,20263188
vision_vs_shuffled_image,step-002000,layer_19_assistant,200,400,0.0,0.0,0.0,2000,20263189
vision_vs_patch_permutation,step-002000,layer_19_assistant,200,400,-0.08,-0.1075,-0.0525,2000,20263190
vision_vs_random_label_probe,step-002000,layer_19_image_mean,200,400,0.7,0.6625,0.74,2000,20262846
vision_vs_paired_counterfactual_image,step-002000,layer_19_image_mean,200,400,0.915,0.8825,0.945,2000,20263198
vision_vs_shuffled_image,step-002000,layer_19_image_mean,200,400,0.6925,0.6475,0.7375,2000,20263199
vision_vs_patch_permutation,step-002000,layer_19_image_mean,200,400,-0.0075,-0.0175,0.0,2000,20263200
vision_vs_random_label_probe,step-002000,layer_20_assistant,200,400,-0.0475,-0.1075,0.0075,2000,20262847
vision_vs_paired_counterfactual_image,step-002000,layer_20_assistant,200,400,0.0,0.0,0.0,2000,20263208
vision_vs_shuffled_image,step-002000,layer_20_assistant,200,400,0.0,0.0,0.0,2000,20263209
vision_vs_patch_permutation,step-002000,layer_20_assistant,200,400,-0.1275,-0.16,-0.0975,2000,20263210
vision_vs_random_label_probe,step-002000,layer_20_image_mean,200,400,0.7,0.66,0.74,2000,20262848
vision_vs_paired_counterfactual_image,step-002000,layer_20_image_mean,200,400,0.915,0.8825,0.945,2000,20263218
vision_vs_shuffled_image,step-002000,layer_20_image_mean,200,400,0.6925,0.6475,0.7375,2000,20263219
vision_vs_patch_permutation,step-002000,layer_20_image_mean,200,400,-0.0075,-0.0175,0.0,2000,20263220
vision_vs_random_label_probe,step-002000,layer_21_assistant,200,400,0.17,0.125,0.215,2000,20262849
vision_vs_paired_counterfactual_image,step-002000,layer_21_assistant,200,400,0.0,0.0,0.0,2000,20263228
vision_vs_shuffled_image,step-002000,layer_21_assistant,200,400,0.0,0.0,0.0,2000,20263229
vision_vs_patch_permutation,step-002000,layer_21_assistant,200,400,-0.07,-0.095,-0.045,2000,20263230
vision_vs_random_label_probe,step-002000,layer_21_image_mean,200,400,0.7,0.6625,0.7375,2000,20262850
vision_vs_paired_counterfactual_image,step-002000,layer_21_image_mean,200,400,0.915,0.88,0.945,2000,20263238
vision_vs_shuffled_image,step-002000,layer_21_image_mean,200,400,0.6925,0.6475,0.7350624999999996,2000,20263239
vision_vs_patch_permutation,step-002000,layer_21_image_mean,200,400,0.0,0.0,0.0,2000,20263240
vision_vs_random_label_probe,step-002000,layer_22_assistant,200,400,-0.0475,-0.105,0.01,2000,20262851
vision_vs_paired_counterfactual_image,step-002000,layer_22_assistant,200,400,0.0,0.0,0.0,2000,20263248
vision_vs_shuffled_image,step-002000,layer_22_assistant,200,400,0.0,0.0,0.0,2000,20263249
vision_vs_patch_permutation,step-002000,layer_22_assistant,200,400,-0.065,-0.09,-0.0425,2000,20263250
vision_vs_random_label_probe,step-002000,layer_22_image_mean,200,400,0.7,0.66,0.74,2000,20262852
vision_vs_paired_counterfactual_image,step-002000,layer_22_image_mean,200,400,0.915,0.88,0.9475,2000,20263258
vision_vs_shuffled_image,step-002000,layer_22_image_mean,200,400,0.6925,0.6475,0.735,2000,20263259
vision_vs_patch_permutation,step-002000,layer_22_image_mean,200,400,0.0,0.0,0.0,2000,20263260
vision_vs_random_label_probe,step-002000,layer_23_assistant,200,400,-0.0475,-0.105,0.01,2000,20262853
vision_vs_paired_counterfactual_image,step-002000,layer_23_assistant,200,400,0.0,0.0,0.0,2000,20263268
vision_vs_shuffled_image,step-002000,layer_23_assistant,200,400,0.0,0.0,0.0,2000,20263269
vision_vs_patch_permutation,step-002000,layer_23_assistant,200,400,-0.0825,-0.11,-0.055,2000,20263270
vision_vs_random_label_probe,step-002000,layer_23_image_mean,200,400,0.7,0.6625,0.7375,2000,20262854
vision_vs_paired_counterfactual_image,step-002000,layer_23_image_mean,200,400,0.915,0.8825,0.945,2000,20263278
vision_vs_shuffled_image,step-002000,layer_23_image_mean,200,400,0.6925,0.645,0.7375,2000,20263279
vision_vs_patch_permutation,step-002000,layer_23_image_mean,200,400,0.0,0.0,0.0,2000,20263280
vision_vs_random_label_probe,step-002000,layer_24_assistant,200,400,-0.0475,-0.1025,0.01,2000,20262855
vision_vs_paired_counterfactual_image,step-002000,layer_24_assistant,200,400,0.0,0.0,0.0,2000,20263288
vision_vs_shuffled_image,step-002000,layer_24_assistant,200,400,0.0,0.0,0.0,2000,20263289
vision_vs_patch_permutation,step-002000,layer_24_assistant,200,400,-0.1275,-0.1625,-0.09,2000,20263290
vision_vs_random_label_probe,step-002000,layer_24_image_mean,200,400,0.7675,0.7325,0.8025,2000,20262856
vision_vs_paired_counterfactual_image,step-002000,layer_24_image_mean,200,400,1.0,1.0,1.0,2000,20263298
vision_vs_shuffled_image,step-002000,layer_24_image_mean,200,400,0.7625,0.72,0.8025,2000,20263299
vision_vs_patch_permutation,step-002000,layer_24_image_mean,200,400,0.035,0.019937500000000004,0.055,2000,20263300
vision_vs_random_label_probe,step-002000,projector_center_mean,200,400,0.64,0.5975,0.6825,2000,20262857
vision_vs_paired_counterfactual_image,step-002000,projector_center_mean,200,400,1.0,1.0,1.0,2000,20263308
vision_vs_shuffled_image,step-002000,projector_center_mean,200,400,0.7625,0.7225,0.8025,2000,20263309
vision_vs_patch_permutation,step-002000,projector_center_mean,200,400,0.6975,0.6525,0.7425,2000,20263310
vision_vs_random_label_probe,step-002000,projector_global_mean,200,400,0.7,0.6625,0.7375,2000,20262858
vision_vs_paired_counterfactual_image,step-002000,projector_global_mean,200,400,0.915,0.88,0.945,2000,20263318
vision_vs_shuffled_image,step-002000,projector_global_mean,200,400,0.6925,0.645,0.7375,2000,20263319
vision_vs_patch_permutation,step-002000,projector_global_mean,200,400,0.0,0.0,0.0,2000,20263320
vision_vs_random_label_probe,step-002000,projector_spatial_2x2,200,400,0.415,0.355,0.47,2000,20262859
vision_vs_paired_counterfactual_image,step-002000,projector_spatial_2x2,200,400,0.765,0.71,0.815,2000,20263328
vision_vs_shuffled_image,step-002000,projector_spatial_2x2,200,400,0.5875,0.535,0.6375,2000,20263329
vision_vs_patch_permutation,step-002000,projector_spatial_2x2,200,400,0.55,0.5,0.5975,2000,20263330
vision_vs_random_label_probe,step-002000,tower_center_mean,200,400,0.6475,0.6049375,0.69,2000,20262860
vision_vs_paired_counterfactual_image,step-002000,tower_center_mean,200,400,1.0,1.0,1.0,2000,20263338
vision_vs_shuffled_image,step-002000,tower_center_mean,200,400,0.7625,0.72,0.8025,2000,20263339
vision_vs_patch_permutation,step-002000,tower_center_mean,200,400,0.1125,0.0825,0.1425,2000,20263340
vision_vs_random_label_probe,step-002000,tower_global_mean,200,400,0.51,0.4725,0.5475624999999996,2000,20262861
vision_vs_paired_counterfactual_image,step-002000,tower_global_mean,200,400,1.0,1.0,1.0,2000,20263348
vision_vs_shuffled_image,step-002000,tower_global_mean,200,400,0.7625,0.7225,0.8025624999999996,2000,20263349
vision_vs_patch_permutation,step-002000,tower_global_mean,200,400,0.0,0.0,0.0,2000,20263350
vision_vs_random_label_probe,step-002000,tower_spatial_2x2,200,400,0.5725,0.53,0.615,2000,20262862
vision_vs_paired_counterfactual_image,step-002000,tower_spatial_2x2,200,400,1.0,1.0,1.0,2000,20263358
vision_vs_shuffled_image,step-002000,tower_spatial_2x2,200,400,0.7625,0.7225,0.8,2000,20263359
vision_vs_patch_permutation,step-002000,tower_spatial_2x2,200,400,0.04,0.0225,0.06,2000,20263360
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_00_assistant,200,400,0.0,0.0,0.0,2000,20269807
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_00_image_mean,200,400,-0.125,-0.155,-0.095,2000,20269808
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_01_assistant,200,400,0.0525,0.0,0.105,2000,20269809
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_01_image_mean,200,400,-0.125,-0.155,-0.095,2000,20269810
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_02_assistant,200,400,0.305,0.2575,0.355,2000,20269811
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_02_image_mean,200,400,-0.125,-0.155,-0.095,2000,20269812
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_03_assistant,200,400,0.0,0.0,0.0,2000,20269813
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_03_image_mean,200,400,-0.125,-0.155,-0.0975,2000,20269814
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_04_assistant,200,400,0.0,0.0,0.0,2000,20269815
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_04_image_mean,200,400,-0.125,-0.155,-0.095,2000,20269816
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_05_assistant,200,400,0.0,0.0,0.0,2000,20269817
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_05_image_mean,200,400,-0.125,-0.155,-0.0975,2000,20269818
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_06_assistant,200,400,0.1275,0.0975,0.16,2000,20269819
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_06_image_mean,200,400,-0.125,-0.155,-0.095,2000,20269820
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_07_assistant,200,400,0.2375,0.205,0.2725,2000,20269821
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_07_image_mean,200,400,-0.125,-0.155,-0.095,2000,20269822
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_08_assistant,200,400,0.0,0.0,0.0,2000,20269823
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_08_image_mean,200,400,-0.125,-0.155,-0.0975,2000,20269824
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_09_assistant,200,400,-0.11,-0.14,-0.0825,2000,20269825
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_09_image_mean,200,400,-0.125,-0.155,-0.095,2000,20269826
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_10_assistant,200,400,-0.29,-0.36,-0.22,2000,20269827
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_10_image_mean,200,400,-0.125,-0.1575,-0.0975,2000,20269828
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_11_assistant,200,400,0.23,0.1675,0.2925,2000,20269829
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_11_image_mean,200,400,-0.0625,-0.085,-0.04,2000,20269830
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_12_assistant,200,400,0.3075,0.265,0.35,2000,20269831
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_12_image_mean,200,400,-0.0625,-0.0875,-0.04,2000,20269832
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_13_assistant,200,400,0.2325,0.1975,0.2675,2000,20269833
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_13_image_mean,200,400,-0.0625,-0.085,-0.04,2000,20269834
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_14_assistant,200,400,-0.3725,-0.43,-0.3125,2000,20269835
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_14_image_mean,200,400,-0.0625,-0.085,-0.04,2000,20269836
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_15_assistant,200,400,-0.1275,-0.1775,-0.0775,2000,20269837
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_15_image_mean,200,400,-0.0625,-0.085,-0.04243750000000034,2000,20269838
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_16_assistant,200,400,-0.1275,-0.1775,-0.075,2000,20269839
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_16_image_mean,200,400,-0.0625,-0.085,-0.04243750000000034,2000,20269840
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_17_assistant,200,400,-0.005,-0.06,0.05256249999999966,2000,20269841
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_17_image_mean,200,400,-0.0625,-0.0875,-0.04,2000,20269842
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_18_assistant,200,400,-0.005,-0.0625,0.055,2000,20269843
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_18_image_mean,200,400,-0.0625,-0.0875,-0.0425,2000,20269844
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_19_assistant,200,400,-0.005,-0.0625,0.05,2000,20269845
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_19_image_mean,200,400,-0.0625,-0.0875,-0.04,2000,20269846
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_20_assistant,200,400,-0.005,-0.065,0.05,2000,20269847
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_20_image_mean,200,400,-0.0625,-0.085,-0.0425,2000,20269848
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_21_assistant,200,400,-0.005,-0.0675,0.0525,2000,20269849
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_21_image_mean,200,400,-0.0625,-0.085,-0.04,2000,20269850
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_22_assistant,200,400,-0.005,-0.0625,0.055,2000,20269851
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_22_image_mean,200,400,-0.0625,-0.085,-0.04,2000,20269852
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_23_assistant,200,400,-0.005,-0.065,0.0525,2000,20269853
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_23_image_mean,200,400,-0.0625,-0.0875,-0.04,2000,20269854
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_24_assistant,200,400,-0.005,-0.0625,0.0525,2000,20269855
step1500_vs_step2000_vision,step-001500_minus_step-002000,layer_24_image_mean,200,400,-0.1425,-0.175,-0.11,2000,20269856
step1500_vs_step2000_vision,step-001500_minus_step-002000,projector_center_mean,200,400,-0.0675,-0.0925,-0.045,2000,20269857
step1500_vs_step2000_vision,step-001500_minus_step-002000,projector_global_mean,200,400,-0.125,-0.155,-0.095,2000,20269858
step1500_vs_step2000_vision,step-001500_minus_step-002000,projector_spatial_2x2,200,400,0.16,0.13,0.19006249999999966,2000,20269859
step1500_vs_step2000_vision,step-001500_minus_step-002000,tower_center_mean,200,400,0.0,0.0,0.0,2000,20269860
step1500_vs_step2000_vision,step-001500_minus_step-002000,tower_global_mean,200,400,0.0,0.0,0.0,2000,20269861
step1500_vs_step2000_vision,step-001500_minus_step-002000,tower_spatial_2x2,200,400,0.0,0.0,0.0,2000,20269862
