pairs_per_task,trial,task,mean_gap,ci95_low,ci95_high,triggered,sampling_seed,bootstrap_seed
25,159,ocr,0.08,0.0,0.2,False,45276729,45276730
25,159,shape,-0.04,-0.2,0.12,False,45276730,45276731
25,159,spatial,0.24,0.08,0.4,False,45276731,45276732
25,160,color,0.28,0.04,0.52,False,45276826,45276827
25,160,coordinate,0.04,-0.16,0.24,False,45276827,45276828
25,160,count,-0.28,-0.48,-0.12,True,45276828,45276829
25,160,ocr,0.04,-0.08,0.16,False,45276829,45276830
25,160,shape,0.04,-0.12,0.24,False,45276830,45276831
25,160,spatial,0.2,0.04,0.36,False,45276831,45276832
25,161,color,0.0,-0.24,0.24,False,45276926,45276927
25,161,coordinate,0.12,-0.08,0.32,False,45276927,45276928
25,161,count,-0.28,-0.48,-0.12,True,45276928,45276929
25,161,ocr,0.08,0.0,0.2,False,45276929,45276930
25,161,shape,-0.08,-0.24,0.08,False,45276930,45276931
25,161,spatial,0.28,0.12,0.48,False,45276931,45276932
25,162,color,0.12,-0.12,0.36,False,45277026,45277027
25,162,coordinate,0.12,-0.04,0.28,False,45277027,45277028
25,162,count,-0.32,-0.52,-0.16,True,45277028,45277029
25,162,ocr,0.0,-0.12,0.12,False,45277029,45277030
25,162,shape,-0.04,-0.16,0.08,False,45277030,45277031
25,162,spatial,0.32,0.16,0.52,False,45277031,45277032
25,163,color,0.16,-0.04,0.36,False,45277126,45277127
25,163,coordinate,0.24,0.0,0.48,False,45277127,45277128
25,163,count,-0.2,-0.36,-0.04,True,45277128,45277129
25,163,ocr,0.04,0.0,0.12,False,45277129,45277130
25,163,shape,-0.12,-0.24,0.0,False,45277130,45277131
25,163,spatial,0.28,0.12,0.48,False,45277131,45277132
25,164,color,0.24,0.0,0.48,False,45277226,45277227
25,164,coordinate,-0.04,-0.2,0.12,False,45277227,45277228
25,164,count,-0.24,-0.4,-0.08,True,45277228,45277229
25,164,ocr,0.0,-0.12,0.12,False,45277229,45277230
25,164,shape,-0.16,-0.32,-0.04,True,45277230,45277231
25,164,spatial,0.12,0.0,0.24,False,45277231,45277232
25,165,color,0.24,0.08,0.4,False,45277326,45277327
25,165,coordinate,0.12,-0.04,0.28,False,45277327,45277328
25,165,count,-0.28,-0.48,-0.12,True,45277328,45277329
25,165,ocr,0.04,0.0,0.12,False,45277329,45277330
25,165,shape,-0.04,-0.16,0.08,False,45277330,45277331
25,165,spatial,0.36,0.16,0.56,False,45277331,45277332
25,166,color,0.28,0.08,0.48,False,45277426,45277427
25,166,coordinate,0.16,-0.08,0.4,False,45277427,45277428
25,166,count,-0.4,-0.6,-0.24,True,45277428,45277429
25,166,ocr,0.04,-0.08,0.16,False,45277429,45277430
25,166,shape,0.0,-0.12,0.12,False,45277430,45277431
25,166,spatial,0.2,0.04,0.36,False,45277431,45277432
25,167,color,0.36,0.16,0.56,False,45277526,45277527
25,167,coordinate,0.28,0.08,0.48,False,45277527,45277528
25,167,count,-0.28,-0.48,-0.12,True,45277528,45277529
25,167,ocr,0.04,-0.08,0.2,False,45277529,45277530
25,167,shape,-0.08,-0.24,0.08,False,45277530,45277531
25,167,spatial,0.28,0.12,0.48,False,45277531,45277532
25,168,color,0.16,-0.04,0.36,False,45277626,45277627
25,168,coordinate,0.08,-0.12,0.28,False,45277627,45277628
25,168,count,-0.32,-0.52,-0.16,True,45277628,45277629
25,168,ocr,0.04,-0.08,0.2,False,45277629,45277630
25,168,shape,0.08,-0.08,0.24,False,45277630,45277631
25,168,spatial,0.24,0.08,0.44,False,45277631,45277632
25,169,color,0.36,0.12,0.6,False,45277726,45277727
25,169,coordinate,0.24,0.0,0.48,False,45277727,45277728
25,169,count,-0.24,-0.4,-0.08,True,45277728,45277729
25,169,ocr,0.08,0.0,0.2,False,45277729,45277730
25,169,shape,0.04,0.0,0.12,False,45277730,45277731
25,169,spatial,0.2,0.04,0.36,False,45277731,45277732
25,170,color,0.12,-0.08,0.32,False,45277826,45277827
25,170,coordinate,-0.04,-0.24,0.16,False,45277827,45277828
25,170,count,-0.36,-0.56,-0.2,True,45277828,45277829
25,170,ocr,0.0,0.0,0.0,False,45277829,45277830
25,170,shape,0.04,-0.12,0.2,False,45277830,45277831
25,170,spatial,0.24,0.08,0.4,False,45277831,45277832
25,171,color,0.16,-0.04,0.36,False,45277926,45277927
25,171,coordinate,-0.08,-0.32,0.16,False,45277927,45277928
25,171,count,-0.32,-0.52,-0.16,True,45277928,45277929
25,171,ocr,0.2,0.04,0.36,False,45277929,45277930
25,171,shape,0.0,-0.16,0.16,False,45277930,45277931
25,171,spatial,0.28,0.12,0.48,False,45277931,45277932
25,172,color,0.24,0.0,0.48,False,45278026,45278027
25,172,coordinate,0.04,-0.2,0.28,False,45278027,45278028
25,172,count,-0.28,-0.48,-0.12,True,45278028,45278029
25,172,ocr,0.0,-0.12,0.12,False,45278029,45278030
25,172,shape,-0.04,-0.12,0.0,False,45278030,45278031
25,172,spatial,0.32,0.16,0.52,False,45278031,45278032
25,173,color,0.04,-0.12,0.24,False,45278126,45278127
25,173,coordinate,0.12,-0.08,0.32,False,45278127,45278128
25,173,count,-0.4,-0.6,-0.2,True,45278128,45278129
25,173,ocr,0.0,-0.12,0.12,False,45278129,45278130
25,173,shape,0.12,0.0,0.28,False,45278130,45278131
25,173,spatial,0.16,0.04,0.32,False,45278131,45278132
25,174,color,0.16,-0.04,0.36,False,45278226,45278227
25,174,coordinate,0.12,-0.08,0.32,False,45278227,45278228
25,174,count,-0.16,-0.32,-0.04,True,45278228,45278229
25,174,ocr,0.08,0.0,0.2,False,45278229,45278230
25,174,shape,0.0,-0.16,0.16,False,45278230,45278231
25,174,spatial,0.44,0.24,0.64,False,45278231,45278232
25,175,color,0.12,-0.12,0.36,False,45278326,45278327
25,175,coordinate,-0.04,-0.24,0.16,False,45278327,45278328
25,175,count,-0.36,-0.52,-0.16,True,45278328,45278329
25,175,ocr,-0.12,-0.28,0.04,False,45278329,45278330
25,175,shape,-0.16,-0.32,0.0,False,45278330,45278331
25,175,spatial,0.28,0.12,0.48,False,45278331,45278332
25,176,color,0.24,0.0,0.48,False,45278426,45278427
25,176,coordinate,0.08,-0.2,0.36,False,45278427,45278428
25,176,count,-0.32,-0.52,-0.16,True,45278428,45278429
25,176,ocr,0.0,0.0,0.0,False,45278429,45278430
25,176,shape,0.0,-0.16,0.16,False,45278430,45278431
25,176,spatial,0.08,0.0,0.2,False,45278431,45278432
25,177,color,0.28,0.08,0.48,False,45278526,45278527
25,177,coordinate,0.12,-0.12,0.36,False,45278527,45278528
25,177,count,-0.28,-0.48,-0.12,True,45278528,45278529
25,177,ocr,0.04,-0.08,0.16,False,45278529,45278530
25,177,shape,-0.08,-0.24,0.08,False,45278530,45278531
25,177,spatial,0.16,0.04,0.32,False,45278531,45278532
25,178,color,0.28,0.08,0.48,False,45278626,45278627
25,178,coordinate,0.16,-0.08,0.4,False,45278627,45278628
25,178,count,-0.28,-0.44,-0.12,True,45278628,45278629
25,178,ocr,0.04,0.0,0.12,False,45278629,45278630
25,178,shape,-0.12,-0.32,0.04,False,45278630,45278631
25,178,spatial,0.12,0.0,0.28,False,45278631,45278632
25,179,color,0.2,0.0,0.44,False,45278726,45278727
25,179,coordinate,0.12,-0.08,0.32,False,45278727,45278728
25,179,count,-0.36,-0.56,-0.16,True,45278728,45278729
25,179,ocr,0.0,0.0,0.0,False,45278729,45278730
25,179,shape,0.08,0.0,0.2,False,45278730,45278731
25,179,spatial,0.44,0.24,0.64,False,45278731,45278732
25,180,color,0.28,0.0,0.52,False,45278826,45278827
25,180,coordinate,0.08,-0.12,0.32,False,45278827,45278828
25,180,count,-0.28,-0.48,-0.12,True,45278828,45278829
25,180,ocr,-0.08,-0.2,0.0,False,45278829,45278830
25,180,shape,0.0,-0.12,0.12,False,45278830,45278831
25,180,spatial,0.2,0.04,0.36,False,45278831,45278832
25,181,color,0.04,-0.2,0.28,False,45278926,45278927
25,181,coordinate,0.24,0.08,0.4,False,45278927,45278928
25,181,count,-0.32,-0.52,-0.16,True,45278928,45278929
25,181,ocr,0.12,-0.04,0.28,False,45278929,45278930
25,181,shape,-0.08,-0.24,0.08,False,45278930,45278931
25,181,spatial,0.16,0.04,0.32,False,45278931,45278932
25,182,color,0.2,-0.04,0.4,False,45279026,45279027
25,182,coordinate,0.0,-0.2,0.2,False,45279027,45279028
25,182,count,-0.28,-0.44,-0.12,True,45279028,45279029
25,182,ocr,0.0,-0.12,0.12,False,45279029,45279030
25,182,shape,-0.04,-0.16,0.08,False,45279030,45279031
25,182,spatial,0.28,0.12,0.48,False,45279031,45279032
25,183,color,0.2,-0.04,0.44,False,45279126,45279127
25,183,coordinate,0.16,-0.04,0.32,False,45279127,45279128
25,183,count,-0.44,-0.64,-0.24,True,45279128,45279129
25,183,ocr,0.04,0.0,0.12,False,45279129,45279130
25,183,shape,-0.04,-0.2,0.12,False,45279130,45279131
25,183,spatial,0.12,0.0,0.24,False,45279131,45279132
25,184,color,0.12,-0.08,0.32,False,45279226,45279227
25,184,coordinate,0.16,-0.04,0.4,False,45279227,45279228
25,184,count,-0.24,-0.44,-0.08,True,45279228,45279229
25,184,ocr,0.0,0.0,0.0,False,45279229,45279230
25,184,shape,-0.08,-0.28,0.12,False,45279230,45279231
25,184,spatial,0.24,0.08,0.4,False,45279231,45279232
25,185,color,0.2,-0.04,0.44,False,45279326,45279327
25,185,coordinate,-0.16,-0.36,0.04,False,45279327,45279328
25,185,count,-0.32,-0.52,-0.16,True,45279328,45279329
25,185,ocr,0.08,0.0,0.2,False,45279329,45279330
25,185,shape,0.12,-0.08,0.32,False,45279330,45279331
25,185,spatial,0.2,0.04,0.36,False,45279331,45279332
25,186,color,0.04,-0.16,0.24,False,45279426,45279427
25,186,coordinate,0.04,-0.16,0.24,False,45279427,45279428
25,186,count,-0.4,-0.6,-0.2,True,45279428,45279429
25,186,ocr,0.12,0.0,0.24,False,45279429,45279430
25,186,shape,-0.16,-0.4,0.08,False,45279430,45279431
25,186,spatial,0.32,0.16,0.52,False,45279431,45279432
25,187,color,-0.08,-0.28,0.12,False,45279526,45279527
25,187,coordinate,0.16,-0.04,0.36,False,45279527,45279528
25,187,count,-0.32,-0.52,-0.12,True,45279528,45279529
25,187,ocr,-0.04,-0.12,0.0,False,45279529,45279530
25,187,shape,0.04,0.0,0.12,False,45279530,45279531
25,187,spatial,0.28,0.12,0.44,False,45279531,45279532
25,188,color,0.2,0.0,0.4,False,45279626,45279627
25,188,coordinate,-0.08,-0.32,0.16,False,45279627,45279628
25,188,count,-0.32,-0.48,-0.16,True,45279628,45279629
25,188,ocr,0.08,0.0,0.2,False,45279629,45279630
25,188,shape,-0.04,-0.12,0.0,False,45279630,45279631
25,188,spatial,0.24,0.08,0.44,False,45279631,45279632
25,189,color,0.08,-0.12,0.28,False,45279726,45279727
25,189,coordinate,-0.04,-0.24,0.16,False,45279727,45279728
25,189,count,-0.28,-0.48,-0.12,True,45279728,45279729
25,189,ocr,0.04,0.0,0.12,False,45279729,45279730
25,189,shape,-0.08,-0.24,0.04,False,45279730,45279731
25,189,spatial,0.28,0.12,0.48,False,45279731,45279732
25,190,color,0.08,-0.12,0.28,False,45279826,45279827
25,190,coordinate,-0.04,-0.24,0.16,False,45279827,45279828
25,190,count,-0.48,-0.68,-0.28,True,45279828,45279829
25,190,ocr,0.04,-0.08,0.2,False,45279829,45279830
25,190,shape,0.04,-0.12,0.2,False,45279830,45279831
25,190,spatial,0.24,0.08,0.44,False,45279831,45279832
25,191,color,0.24,0.0,0.48,False,45279926,45279927
25,191,coordinate,0.12,-0.08,0.32,False,45279927,45279928
25,191,count,-0.28,-0.44,-0.12,True,45279928,45279929
25,191,ocr,0.04,0.0,0.12,False,45279929,45279930
25,191,shape,-0.04,-0.16,0.08,False,45279930,45279931
25,191,spatial,0.24,0.08,0.4,False,45279931,45279932
25,192,color,0.24,-0.04,0.52,False,45280026,45280027
25,192,coordinate,0.2,-0.04,0.44,False,45280027,45280028
25,192,count,-0.4,-0.6,-0.2,True,45280028,45280029
25,192,ocr,0.12,-0.04,0.32,False,45280029,45280030
25,192,shape,-0.04,-0.16,0.08,False,45280030,45280031
25,192,spatial,0.2,0.04,0.36,False,45280031,45280032
25,193,color,0.16,-0.04,0.36,False,45280126,45280127
25,193,coordinate,-0.04,-0.24,0.16,False,45280127,45280128
25,193,count,-0.24,-0.4,-0.08,True,45280128,45280129
25,193,ocr,0.16,0.04,0.32,False,45280129,45280130
25,193,shape,-0.04,-0.16,0.08,False,45280130,45280131
25,193,spatial,0.16,0.04,0.32,False,45280131,45280132
25,194,color,0.28,0.08,0.48,False,45280226,45280227
25,194,coordinate,0.16,-0.04,0.36,False,45280227,45280228
25,194,count,-0.28,-0.44,-0.12,True,45280228,45280229
25,194,ocr,0.04,0.0,0.12,False,45280229,45280230
25,194,shape,-0.08,-0.28,0.12,False,45280230,45280231
25,194,spatial,0.16,0.04,0.32,False,45280231,45280232
25,195,color,0.04,-0.12,0.2,False,45280326,45280327
25,195,coordinate,0.08,-0.16,0.28,False,45280327,45280328
25,195,count,-0.32,-0.52,-0.16,True,45280328,45280329
25,195,ocr,0.0,-0.12,0.12,False,45280329,45280330
25,195,shape,0.0,-0.16,0.16,False,45280330,45280331
25,195,spatial,0.16,0.04,0.32,False,45280331,45280332
25,196,color,0.12,-0.12,0.36,False,45280426,45280427
25,196,coordinate,-0.04,-0.2,0.12,False,45280427,45280428
25,196,count,-0.32,-0.52,-0.16,True,45280428,45280429
25,196,ocr,0.0,0.0,0.0,False,45280429,45280430
25,196,shape,0.0,-0.12,0.12,False,45280430,45280431
25,196,spatial,0.28,0.12,0.48,False,45280431,45280432
25,197,color,0.12,-0.04,0.28,False,45280526,45280527
25,197,coordinate,0.16,-0.04,0.36,False,45280527,45280528
25,197,count,-0.24,-0.44,-0.08,True,45280528,45280529
25,197,ocr,0.08,0.0,0.2,False,45280529,45280530
25,197,shape,-0.08,-0.32,0.12,False,45280530,45280531
25,197,spatial,0.24,0.08,0.4,False,45280531,45280532
25,198,color,0.28,0.04,0.52,False,45280626,45280627
25,198,coordinate,0.16,-0.04,0.36,False,45280627,45280628
25,198,count,-0.28,-0.44,-0.12,True,45280628,45280629
25,198,ocr,0.04,0.0,0.12,False,45280629,45280630
25,198,shape,0.12,0.0,0.24,False,45280630,45280631
25,198,spatial,0.28,0.12,0.48,False,45280631,45280632
25,199,color,0.12,-0.04,0.28,False,45280726,45280727
25,199,coordinate,0.0,-0.16,0.16,False,45280727,45280728
25,199,count,-0.28,-0.48,-0.12,True,45280728,45280729
25,199,ocr,0.0,-0.12,0.12,False,45280729,45280730
25,199,shape,-0.08,-0.2,0.0,False,45280730,45280731
25,199,spatial,0.28,0.12,0.48,False,45280731,45280732
50,0,color,0.3,0.14,0.44,False,70260826,70260827
50,0,coordinate,0.1,-0.06,0.26,False,70260827,70260828
50,0,count,-0.28,-0.4,-0.16,True,70260828,70260829
50,0,ocr,0.0,-0.1,0.1,False,70260829,70260830
50,0,shape,-0.04,-0.14,0.08,False,70260830,70260831
50,0,spatial,0.28,0.16,0.4,False,70260831,70260832
50,1,color,0.26,0.1,0.42,False,70260926,70260927
50,1,coordinate,0.04,-0.14,0.22,False,70260927,70260928
50,1,count,-0.16,-0.28,-0.06,True,70260928,70260929
50,1,ocr,0.02,0.0,0.06,False,70260929,70260930
50,1,shape,-0.08,-0.2,0.02,False,70260930,70260931
50,1,spatial,0.24,0.12,0.36,False,70260931,70260932
50,2,color,0.2,0.02,0.36,False,70261026,70261027
50,2,coordinate,0.2,0.06,0.34,False,70261027,70261028
50,2,count,-0.28,-0.4,-0.16,True,70261028,70261029
50,2,ocr,0.04,-0.04,0.12,False,70261029,70261030
50,2,shape,-0.06,-0.18,0.06,False,70261030,70261031
50,2,spatial,0.26,0.14,0.38,False,70261031,70261032
50,3,color,0.24,0.06,0.42,False,70261126,70261127
50,3,coordinate,-0.02,-0.18,0.14,False,70261127,70261128
50,3,count,-0.24,-0.36,-0.12,True,70261128,70261129
50,3,ocr,0.06,0.0,0.14,False,70261129,70261130
50,3,shape,0.0,-0.08,0.08,False,70261130,70261131
50,3,spatial,0.24,0.12,0.36,False,70261131,70261132
50,4,color,0.12,-0.04,0.28,False,70261226,70261227
50,4,coordinate,0.04,-0.12,0.2,False,70261227,70261228
50,4,count,-0.28,-0.42,-0.16,True,70261228,70261229
50,4,ocr,0.06,-0.04,0.16,False,70261229,70261230
50,4,shape,-0.14,-0.26,-0.02,True,70261230,70261231
50,4,spatial,0.24,0.12,0.36,False,70261231,70261232
50,5,color,0.28,0.1,0.44,False,70261326,70261327
50,5,coordinate,0.22,0.08,0.36,False,70261327,70261328
50,5,count,-0.2,-0.32,-0.1,True,70261328,70261329
50,5,ocr,0.06,-0.02,0.14,False,70261329,70261330
50,5,shape,-0.08,-0.22,0.04,False,70261330,70261331
50,5,spatial,0.24,0.12,0.36,False,70261331,70261332
50,6,color,0.22,0.08,0.38,False,70261426,70261427
50,6,coordinate,0.2,0.06,0.34,False,70261427,70261428
50,6,count,-0.28,-0.4,-0.16,True,70261428,70261429
50,6,ocr,0.1,0.02,0.2,False,70261429,70261430
50,6,shape,-0.08,-0.18,0.0,False,70261430,70261431
50,6,spatial,0.28,0.16,0.4,False,70261431,70261432
50,7,color,0.16,0.02,0.3,False,70261526,70261527
50,7,coordinate,0.18,0.04,0.32,False,70261527,70261528
50,7,count,-0.2,-0.32,-0.1,True,70261528,70261529
50,7,ocr,0.0,0.0,0.0,False,70261529,70261530
50,7,shape,-0.04,-0.16,0.06,False,70261530,70261531
50,7,spatial,0.2,0.1,0.32,False,70261531,70261532
50,8,color,0.16,0.0,0.32,False,70261626,70261627
50,8,coordinate,-0.04,-0.2,0.1,False,70261627,70261628
50,8,count,-0.4,-0.54,-0.26,True,70261628,70261629
50,8,ocr,0.04,-0.04,0.14,False,70261629,70261630
50,8,shape,-0.1,-0.2,-0.02,True,70261630,70261631
50,8,spatial,0.16,0.06,0.26,False,70261631,70261632
50,9,color,0.1,-0.04,0.24,False,70261726,70261727
50,9,coordinate,0.12,-0.02,0.26,False,70261727,70261728
50,9,count,-0.34,-0.48,-0.22,True,70261728,70261729
50,9,ocr,0.06,-0.02,0.16,False,70261729,70261730
50,9,shape,-0.04,-0.14,0.06,False,70261730,70261731
50,9,spatial,0.08,0.02,0.16,False,70261731,70261732
50,10,color,0.18,0.02,0.34,False,70261826,70261827
50,10,coordinate,0.18,0.04,0.32,False,70261827,70261828
50,10,count,-0.26,-0.38,-0.14,True,70261828,70261829
50,10,ocr,0.04,-0.04,0.12,False,70261829,70261830
50,10,shape,-0.1,-0.22,0.02,False,70261830,70261831
50,10,spatial,0.28,0.16,0.4,False,70261831,70261832
50,11,color,0.12,-0.04,0.28,False,70261926,70261927
50,11,coordinate,0.12,-0.04,0.28,False,70261927,70261928
50,11,count,-0.28,-0.4,-0.16,True,70261928,70261929
50,11,ocr,0.04,-0.04,0.12,False,70261929,70261930
50,11,shape,-0.02,-0.14,0.1,False,70261930,70261931
50,11,spatial,0.2,0.1,0.32,False,70261931,70261932
50,12,color,0.18,0.04,0.32,False,70262026,70262027
50,12,coordinate,0.18,0.02,0.34,False,70262027,70262028
50,12,count,-0.34,-0.48,-0.22,True,70262028,70262029
50,12,ocr,0.02,-0.04,0.08,False,70262029,70262030
50,12,shape,-0.1,-0.22,0.02,False,70262030,70262031
50,12,spatial,0.3,0.18,0.42,False,70262031,70262032
50,13,color,0.22,0.06,0.36,False,70262126,70262127
50,13,coordinate,0.06,-0.08,0.2,False,70262127,70262128
50,13,count,-0.28,-0.4,-0.16,True,70262128,70262129
50,13,ocr,0.08,0.02,0.16,False,70262129,70262130
50,13,shape,0.06,-0.02,0.16,False,70262130,70262131
50,13,spatial,0.3,0.18,0.42,False,70262131,70262132
50,14,color,0.22,0.06,0.38,False,70262226,70262227
50,14,coordinate,0.18,0.02,0.34,False,70262227,70262228
50,14,count,-0.36,-0.5,-0.24,True,70262228,70262229
50,14,ocr,0.04,-0.04,0.12,False,70262229,70262230
50,14,shape,-0.12,-0.22,-0.02,True,70262230,70262231
50,14,spatial,0.24,0.12,0.36,False,70262231,70262232
50,15,color,0.14,0.0,0.28,False,70262326,70262327
50,15,coordinate,0.06,-0.1,0.24,False,70262327,70262328
50,15,count,-0.22,-0.34,-0.12,True,70262328,70262329
50,15,ocr,0.04,-0.04,0.12,False,70262329,70262330
50,15,shape,-0.02,-0.12,0.06,False,70262330,70262331
50,15,spatial,0.26,0.14,0.38,False,70262331,70262332
50,16,color,0.18,0.02,0.34,False,70262426,70262427
50,16,coordinate,0.06,-0.08,0.2,False,70262427,70262428
50,16,count,-0.26,-0.38,-0.14,True,70262428,70262429
50,16,ocr,0.08,0.02,0.16,False,70262429,70262430
50,16,shape,-0.02,-0.14,0.1,False,70262430,70262431
50,16,spatial,0.32,0.2,0.46,False,70262431,70262432
50,17,color,0.2,0.04,0.36,False,70262526,70262527
50,17,coordinate,0.12,0.0,0.24,False,70262527,70262528
50,17,count,-0.34,-0.46,-0.2,True,70262528,70262529
50,17,ocr,0.06,-0.02,0.16,False,70262529,70262530
50,17,shape,-0.04,-0.12,0.04,False,70262530,70262531
50,17,spatial,0.26,0.14,0.38,False,70262531,70262532
50,18,color,0.12,-0.02,0.26,False,70262626,70262627
50,18,coordinate,0.16,0.06,0.28,False,70262627,70262628
50,18,count,-0.34,-0.48,-0.2,True,70262628,70262629
50,18,ocr,0.06,-0.02,0.16,False,70262629,70262630
50,18,shape,-0.04,-0.12,0.04,False,70262630,70262631
50,18,spatial,0.28,0.16,0.42,False,70262631,70262632
50,19,color,0.08,-0.06,0.22,False,70262726,70262727
50,19,coordinate,-0.02,-0.14,0.1,False,70262727,70262728
50,19,count,-0.3,-0.44,-0.18,True,70262728,70262729
50,19,ocr,0.0,-0.08,0.08,False,70262729,70262730
50,19,shape,-0.04,-0.14,0.06,False,70262730,70262731
50,19,spatial,0.32,0.2,0.44,False,70262731,70262732
50,20,color,0.22,0.1,0.34,False,70262826,70262827
50,20,coordinate,0.08,-0.04,0.22,False,70262827,70262828
50,20,count,-0.26,-0.38,-0.16,True,70262828,70262829
50,20,ocr,0.1,0.02,0.2,False,70262829,70262830
50,20,shape,0.0,-0.1,0.1,False,70262830,70262831
50,20,spatial,0.22,0.12,0.34,False,70262831,70262832
50,21,color,0.36,0.2,0.52,False,70262926,70262927
50,21,coordinate,0.12,-0.04,0.3,False,70262927,70262928
50,21,count,-0.4,-0.54,-0.26,True,70262928,70262929
50,21,ocr,0.06,-0.04,0.16,False,70262929,70262930
50,21,shape,-0.04,-0.14,0.06,False,70262930,70262931
50,21,spatial,0.16,0.06,0.28,False,70262931,70262932
50,22,color,0.28,0.1,0.44,False,70263026,70263027
50,22,coordinate,0.08,-0.08,0.24,False,70263027,70263028
50,22,count,-0.28,-0.4,-0.16,True,70263028,70263029
50,22,ocr,0.1,0.0,0.2,False,70263029,70263030
50,22,shape,0.0,-0.1,0.12,False,70263030,70263031
50,22,spatial,0.24,0.12,0.36,False,70263031,70263032
50,23,color,0.14,-0.04,0.3,False,70263126,70263127
50,23,coordinate,0.06,-0.1,0.22,False,70263127,70263128
50,23,count,-0.28,-0.4,-0.16,True,70263128,70263129
50,23,ocr,-0.04,-0.12,0.04,False,70263129,70263130
50,23,shape,-0.12,-0.24,0.0,False,70263130,70263131
50,23,spatial,0.22,0.12,0.34,False,70263131,70263132
50,24,color,0.2,0.06,0.34,False,70263226,70263227
50,24,coordinate,0.04,-0.12,0.2,False,70263227,70263228
50,24,count,-0.26,-0.4,-0.14,True,70263228,70263229
50,24,ocr,0.02,-0.06,0.12,False,70263229,70263230
50,24,shape,-0.02,-0.16,0.12,False,70263230,70263231
50,24,spatial,0.24,0.12,0.36,False,70263231,70263232
50,25,color,0.18,0.04,0.32,False,70263326,70263327
50,25,coordinate,0.1,-0.04,0.24,False,70263327,70263328
50,25,count,-0.28,-0.4,-0.16,True,70263328,70263329
50,25,ocr,0.0,-0.06,0.06,False,70263329,70263330
50,25,shape,-0.04,-0.16,0.06,False,70263330,70263331
50,25,spatial,0.2,0.1,0.32,False,70263331,70263332
50,26,color,0.2,0.04,0.36,False,70263426,70263427
50,26,coordinate,0.12,-0.02,0.28,False,70263427,70263428
50,26,count,-0.3,-0.42,-0.18,True,70263428,70263429
50,26,ocr,0.02,-0.08,0.1,False,70263429,70263430
50,26,shape,-0.04,-0.12,0.04,False,70263430,70263431
50,26,spatial,0.28,0.16,0.4,False,70263431,70263432
50,27,color,0.14,-0.02,0.3,False,70263526,70263527
50,27,coordinate,0.12,-0.02,0.28,False,70263527,70263528
50,27,count,-0.36,-0.5,-0.24,True,70263528,70263529
50,27,ocr,0.06,-0.02,0.14,False,70263529,70263530
50,27,shape,-0.02,-0.12,0.06,False,70263530,70263531
50,27,spatial,0.32,0.2,0.46,False,70263531,70263532
50,28,color,0.4,0.22,0.58,False,70263626,70263627
50,28,coordinate,-0.04,-0.2,0.12,False,70263627,70263628
50,28,count,-0.32,-0.46,-0.18,True,70263628,70263629
50,28,ocr,0.08,0.0,0.18,False,70263629,70263630
50,28,shape,-0.04,-0.14,0.06,False,70263630,70263631
50,28,spatial,0.24,0.12,0.36,False,70263631,70263632
50,29,color,0.24,0.08,0.4,False,70263726,70263727
50,29,coordinate,0.12,-0.02,0.26,False,70263727,70263728
50,29,count,-0.3,-0.42,-0.18,True,70263728,70263729
50,29,ocr,0.04,-0.04,0.14,False,70263729,70263730
50,29,shape,0.04,-0.06,0.14,False,70263730,70263731
50,29,spatial,0.32,0.2,0.46,False,70263731,70263732
50,30,color,0.16,0.0,0.32,False,70263826,70263827
50,30,coordinate,0.04,-0.1,0.18,False,70263827,70263828
50,30,count,-0.24,-0.36,-0.12,True,70263828,70263829
50,30,ocr,0.08,-0.02,0.2,False,70263829,70263830
50,30,shape,-0.06,-0.18,0.06,False,70263830,70263831
50,30,spatial,0.24,0.14,0.38,False,70263831,70263832
50,31,color,0.3,0.16,0.44,False,70263926,70263927
50,31,coordinate,0.1,-0.06,0.26,False,70263927,70263928
50,31,count,-0.24,-0.36,-0.12,True,70263928,70263929
50,31,ocr,0.06,-0.02,0.14,False,70263929,70263930
50,31,shape,-0.04,-0.14,0.06,False,70263930,70263931
50,31,spatial,0.22,0.12,0.34,False,70263931,70263932
50,32,color,0.08,-0.08,0.24,False,70264026,70264027
50,32,coordinate,-0.08,-0.24,0.08,False,70264027,70264028
50,32,count,-0.28,-0.4,-0.16,True,70264028,70264029
50,32,ocr,0.02,-0.1,0.12,False,70264029,70264030
50,32,shape,-0.06,-0.16,0.04,False,70264030,70264031
50,32,spatial,0.22,0.12,0.34,False,70264031,70264032
50,33,color,0.12,-0.04,0.26,False,70264126,70264127
50,33,coordinate,0.14,0.0,0.28,False,70264127,70264128
50,33,count,-0.36,-0.5,-0.22,True,70264128,70264129
50,33,ocr,-0.02,-0.06,0.0,False,70264129,70264130
50,33,shape,-0.04,-0.14,0.06,False,70264130,70264131
50,33,spatial,0.28,0.16,0.4,False,70264131,70264132
50,34,color,0.16,-0.02,0.34,False,70264226,70264227
50,34,coordinate,0.14,-0.02,0.3,False,70264227,70264228
50,34,count,-0.22,-0.34,-0.1,True,70264228,70264229
50,34,ocr,0.02,-0.04,0.1,False,70264229,70264230
50,34,shape,-0.04,-0.12,0.04,False,70264230,70264231
50,34,spatial,0.16,0.06,0.26,False,70264231,70264232
50,35,color,0.12,-0.06,0.3,False,70264326,70264327
50,35,coordinate,0.16,0.0,0.32,False,70264327,70264328
50,35,count,-0.3,-0.44,-0.18,True,70264328,70264329
50,35,ocr,0.02,0.0,0.06,False,70264329,70264330
